PID,Property Address,Property City,House Type,Sale Price(USD),Sale Date,Latitude,Longitude,Zone,,
893,2233  FOSTER  AVE,NASHVILLE,SINGLE FAMILY,450000,9/16/2021,36.1229172,-86.7429535,1,,
894,2233  FOSTER  AVE,NASHVILLE,VACANT RESIDENTIAL LAND,450000,9/16/2021,36.1229172,-86.7429535,1,,
895,2803  VAULX  LN,NASHVILLE,SINGLE FAMILY,750000,9/20/2021,36.1228347,-86.780812,2,,
896,712  SHAWNEE  DR,NASHVILLE,SINGLE FAMILY,575000,9/13/2021,36.1226026,-86.8996269,2,,
897,615  BOWLING  AVE,NASHVILLE,DUPLEX,1515000,9/1/2021,36.1224545,-86.8271133,2,,
898,728  WINTHORNE  DR,NASHVILLE,SINGLE FAMILY,365000,9/27/2021,36.1224512,-86.7087222,8,,
899,2242  FOSTER  AVE,NASHVILLE,SINGLE FAMILY,295000,9/27/2021,36.1223543,-86.7425214,1,,
900,321  ORIEL  AVE,NASHVILLE,SINGLE FAMILY,285000,9/20/2021,36.1222026,-86.7470982,1,,
901,1001  CATAMOUNT  PASS,NASHVILLE,RESIDENTIAL CONDO,248500,9/15/2021,36.1219924,-86.6269795,8,,
902,4505  HARDING  PIKE,NASHVILLE,RESIDENTIAL CONDO,330000,9/10/2021,36.1216091,-86.8481697,2,,
903,4505  HARDING  PIKE,NASHVILLE,RESIDENTIAL CONDO,312000,9/23/2021,36.1216091,-86.8481697,2,,
904,1002  PARIS  AVE,NASHVILLE,SINGLE FAMILY,725000,9/13/2021,36.1215796,-86.7869946,2,,
905,902 A  KNOX  AVE,NASHVILLE,RESIDENTIAL CONDO,850000,9/10/2021,36.1213985,-86.784188,2,,
906,902 B  KNOX  AVE,NASHVILLE,RESIDENTIAL CONDO,850000,9/3/2021,36.1213985,-86.784188,2,,
907,1721  WOODLAND POINTE  DR,NASHVILLE,SINGLE FAMILY,400000,9/3/2021,36.1211566,-86.6253431,8,,
908,143   WOODMONT  BLVD,NASHVILLE,RESIDENTIAL CONDO,981400,9/15/2021,36.120982,-86.844508,2,,
909,817 B KNOX  AVE,NASHVILLE,RESIDENTIAL CONDO,760000,9/2/2021,36.1209715,-86.7835971,2,,
910,716 B  ESTES  RD,NASHVILLE,RESIDENTIAL CONDO,1595000,9/1/2021,36.120933,-86.8353487,2,,
911,2946  PRIMROSE  CIR,NASHVILLE,SINGLE FAMILY,505000,9/23/2021,36.1205646,-86.8022024,2,,
912,226  WESTCHASE  DR,NASHVILLE,RESIDENTIAL CONDO,378000,9/16/2021,36.119787,-86.84546,2,,
913,3000  HILLSBORO  PIKE,NASHVILLE,RESIDENTIAL CONDO,246000,9/8/2021,36.1197355,-86.8037131,2,,
914,1205  CEDAR  LN,NASHVILLE,SINGLE FAMILY,1440000,9/15/2021,36.1196616,-86.7914017,2,,
915,2321  TRAEMOOR VILLAGE  PL,NASHVILLE,RESIDENTIAL CONDO,379000,9/15/2021,36.1195189,-86.923525,3,,
916,2156  GOLF CLUB  LN,NASHVILLE,SINGLE FAMILY,1320000,9/17/2021,36.119111,-86.8121828,2,,
917,7532  OAKHAVEN  TRCE,NASHVILLE,SINGLE FAMILY,564900,9/8/2021,36.1190059,-86.9278033,3,,
918,704  CURREY  RD,NASHVILLE,SINGLE FAMILY,287000,9/10/2021,36.1188958,-86.7166307,8,,
919,1208  CLAYTON  AVE,NASHVILLE,RESIDENTIAL CONDO,712300,9/24/2021,36.1183361,-86.7925681,2,,
920,115  GALE PARK  LN,NASHVILLE,RESIDENTIAL CONDO,449900,9/13/2021,36.1179273,-86.7764935,2,,
921,1740  HALEYS HOPE  CT,NASHVILLE,SINGLE FAMILY,475000,9/14/2021,36.1177966,-86.9302689,3,,
922,1008  CLEARVIEW  DR,NASHVILLE,SINGLE FAMILY,1928000,9/10/2021,36.1175361,-86.8384073,2,,
923,841 B  GALE  LN,NASHVILLE,RESIDENTIAL CONDO,915000,9/14/2021,36.1174363,-86.7788713,2,,
924,924  WILSON  BLVD,NASHVILLE,SINGLE FAMILY,855000,9/10/2021,36.1172602,-86.8343684,2,,
925,1000  GALE  LN,NASHVILLE,DUPLEX,855000,9/24/2021,36.1172451,-86.787446,2,,
926,64  LUTIE  ST,NASHVILLE,SINGLE FAMILY,360000,9/2/2021,36.1171793,-86.7377673,1,,
927,945   GALE  LN,NASHVILLE,VACANT RESIDENTIAL LAND,420000,9/29/2021,36.1165273,-86.7863652,2,,
928,5205  CLOSE  CIR,NASHVILLE,SINGLE FAMILY,1780000,9/3/2021,36.1157988,-86.8635543,2,,
929,2107  HAMPTON  AVE,NASHVILLE,SINGLE FAMILY,1350000,9/28/2021,36.1157902,-86.8124429,2,,
930,6012  BRESSLYN  RD,NASHVILLE,SINGLE FAMILY,1899000,9/15/2021,36.1157623,-86.8784444,2,,
931,3721  WOODMONT  BLVD,NASHVILLE,RESIDENTIAL CONDO,3350000,9/21/2021,36.115705,-86.835462,2,,
932,1001  WELLMOOR  CT,NASHVILLE,SINGLE FAMILY,472300,9/3/2021,36.1156795,-86.9312239,3,,
933,511  MCDONALD  DR,NASHVILLE,SINGLE FAMILY,453000,9/3/2021,36.1156279,-86.7073068,8,,
934,124  BONAVENTURE  PL,NASHVILLE,SINGLE FAMILY,4300000,9/15/2021,36.1155918,-86.8559663,2,,
935,3479  GOLF CLUB  LN,NASHVILLE,RESIDENTIAL CONDO,375000,9/10/2021,36.1155479,-86.8092209,2,,
936,6008  JOCELYN HOLLOW  RD,NASHVILLE,SINGLE FAMILY,3500000,9/3/2021,36.1153285,-86.8715485,2,,
937,710  W MEADE  DR,NASHVILLE,SINGLE FAMILY,750000,9/28/2021,36.1146824,-86.8850454,2,,
938,929  BATTLEFIELD  DR,NASHVILLE,SINGLE FAMILY,790500,9/17/2021,36.1146217,-86.7836973,2,,
939,711  DRUMMOND  DR,NASHVILLE,SINGLE FAMILY,225000,9/9/2021,36.1138698,-86.7174493,8,,
940,7470  CHARLOTTE  PIKE,NASHVILLE,RESIDENTIAL CONDO,285000,9/15/2021,36.1135816,-86.9288013,3,,
941,6437  BROWNLEE  DR,NASHVILLE,SINGLE FAMILY,704400,9/23/2021,36.1131181,-86.8950727,2,,
942,3708  WOODMONT  LN,NASHVILLE,SINGLE FAMILY,650000,9/17/2021,36.1129434,-86.8379063,2,,
943,722  DOVER  RD,NASHVILLE,SINGLE FAMILY,274900,9/9/2021,36.1124596,-86.7170562,8,,
944,1402  WOODMONT  BLVD,NASHVILLE,RESIDENTIAL CONDO,1165000,9/8/2021,36.1119605,-86.7928232,2,,
945,3407  WOODHAVEN  RD,NASHVILLE,SINGLE FAMILY,805000,9/28/2021,36.1119005,-86.7771021,2,,
946,2710  MASHBURN  RD,NASHVILLE,SINGLE FAMILY,295000,9/7/2021,36.1117309,-86.7307729,1,,
947,3723  WOODMONT  LN,NASHVILLE,SINGLE FAMILY,1005000,9/16/2021,36.1114542,-86.8393879,2,,
948,217  BURLINGTON  PL,NASHVILLE,SINGLE FAMILY,1000000,9/13/2021,36.1114243,-86.8325841,2,,
949,1416  WINTHORNE  DR,NASHVILLE,SINGLE FAMILY,335000,9/1/2021,36.1113043,-86.7042794,8,,
950,514  LONGVIEW  DR,PEGRAM,SINGLE FAMILY,234000,9/17/2021,36.1109022,-87.0101188,3,,
951,6357  TORRINGTON  RD,NASHVILLE,SINGLE FAMILY,1150000,9/17/2021,36.1106542,-86.894916,2,,
952,2097  GRAYBAR  LN,NASHVILLE,RESIDENTIAL CONDO,309000,9/14/2021,36.110651,-86.8097555,2,,
953,212   STONECREST  CIR,NASHVILLE,RESIDENTIAL CONDO,424900,9/24/2021,36.1106107,-86.9175242,2,,
954,100   THOMPSON  LN,NASHVILLE,RESIDENTIAL CONDO,289900,9/3/2021,36.110601,-86.7352329,1,,
955,509  TORRINGTON  CT,NASHVILLE,SINGLE FAMILY,910000,9/15/2021,36.1102278,-86.8915477,2,,
956,6240  BRESSLYN  RD,NASHVILLE,SINGLE FAMILY,612500,9/1/2021,36.1084836,-86.8864935,2,,
957,3606 A WILBUR  PL,NASHVILLE,RESIDENTIAL CONDO,1100000,9/16/2021,36.108144,-86.7836652,2,,
958,407  W MEADE  DR,NASHVILLE,VACANT RESIDENTIAL LAND,950000,9/27/2021,36.1081433,-86.8814806,2,,
959,1108 B  GRANDVIEW  DR,NASHVILLE,RESIDENTIAL CONDO,1499000,9/1/2021,36.1078929,-86.792206,2,,
960,262  TIMMONS  ST,NASHVILLE,SINGLE FAMILY,359000,9/13/2021,36.1077365,-86.7398497,1,,
961,3613  WILBUR  PL,NASHVILLE,SINGLE FAMILY,750000,9/8/2021,36.1074919,-86.7843058,2,,
962,114  NEESE  DR,NASHVILLE,SINGLE FAMILY,320000,9/2/2021,36.1073621,-86.7221857,1,,
963,4002  VAILWOOD  DR,NASHVILLE,SINGLE FAMILY,1700000,9/8/2021,36.1064404,-86.8301527,2,,
964,2309  ABBOTT MARTIN  RD,NASHVILLE,SINGLE FAMILY,595000,9/14/2021,36.1063421,-86.8225496,2,,
965,2309  ABBOTT MARTIN  RD,NASHVILLE,SINGLE FAMILY,740000,9/14/2021,36.1063421,-86.8225496,2,,
966,4015  DORCAS  DR,NASHVILLE,SINGLE FAMILY,2525000,9/15/2021,36.1061521,-86.8417597,2,,
967,1900  RICHARD JONES  RD,NASHVILLE,RESIDENTIAL CONDO,355000,9/8/2021,36.1059272,-86.806754,2,,
968,1900  RICHARD JONES  RD,NASHVILLE,RESIDENTIAL CONDO,250000,9/21/2021,36.1059272,-86.806754,2,,
969,1900  RICHARD JONES  RD,NASHVILLE,RESIDENTIAL CONDO,340000,9/24/2021,36.1059272,-86.806754,2,,
970,1900  RICHARD JONES  RD,NASHVILLE,RESIDENTIAL CONDO,250000,9/22/2021,36.1059272,-86.806754,2,,
971,4001  ANDERSON  RD,NASHVILLE,RESIDENTIAL CONDO,214000,9/14/2021,36.105834,-86.5994412,8,,
972,3917  CROSS CREEK  RD,NASHVILLE,SINGLE FAMILY,1150000,9/9/2021,36.1054078,-86.8223675,2,,
973,948 B CALDWELL  LN,NASHVILLE,RESIDENTIAL CONDO,1149000,9/15/2021,36.1053503,-86.7861214,2,,
974,2237  ARBOR POINTE  WAY,HERMITAGE,SINGLE FAMILY,585000,9/16/2021,36.1042698,-86.559177,8,,
975,4014  GENERAL BATE  DR,NASHVILLE,SINGLE FAMILY,2164000,9/20/2021,36.1030606,-86.7851301,2,,
976,2012  BAKERS GROVE  LN,HERMITAGE,SINGLE FAMILY,340000,9/9/2021,36.1029341,-86.5517825,8,,
977,2116  HOBBS  RD,NASHVILLE,RESIDENTIAL CONDO,150000,9/9/2021,36.1025483,-86.8208966,2,,
978,116  LAFAYETTE  CT,NASHVILLE,SINGLE FAMILY,575000,9/20/2021,36.1022504,-86.8636523,2,,
979,1818 A  SHACKLEFORD  RD,NASHVILLE,RESIDENTIAL CONDO,965000,9/15/2021,36.1022229,-86.8078134,2,,
980,408  CEDAR FOREST  DR,NASHVILLE,SINGLE FAMILY,428000,9/22/2021,36.1021891,-86.9303081,2,,
981,4019  ALBERT  DR,NASHVILLE,RESIDENTIAL CONDO,1300000,9/15/2021,36.1021858,-86.788354,2,,
982,535  DRAKE  AVE,NASHVILLE,ZERO LOT LINE,204500,9/1/2021,36.101681,-86.749218,1,,
983,3301   HOBBS  RD,NASHVILLE,RESIDENTIAL CONDO,1900000,9/24/2021,36.1015803,-86.8300155,2,,
984,4208  ESTES  RD,NASHVILLE,SINGLE FAMILY,1735000,9/15/2021,36.1013875,-86.8379956,2,,
985,3201  SAINDON  ST,NASHVILLE,SINGLE FAMILY,312000,9/21/2021,36.1011704,-86.7432678,1,,
986,2209  HOBBS  RD,NASHVILLE,SINGLE FAMILY,1835000,9/7/2021,36.101005,-86.8234853,2,,
987,203  ANTIOCH  PIKE,NASHVILLE,VACANT RESIDENTIAL LAND,565000,9/15/2021,36.100665,-86.732715,1,,
988,290   FORREST VALLEY  DR,NASHVILLE,VACANT RESIDENTIAL LAND,450000,9/15/2021,36.1006623,-86.9375741,3,,
989,290   FORREST VALLEY  DR,NASHVILLE,VACANT RESIDENTIAL LAND,173000,9/15/2021,36.1006623,-86.9375741,3,,
990,201  ANTIOCH  PIKE,NASHVILLE,VACANT RESIDENTIAL LAND,565000,9/15/2021,36.100654,-86.732547,1,,
991,193  ANTIOCH  PIKE,NASHVILLE,VACANT RESIDENTIAL LAND,565000,9/15/2021,36.100644,-86.732375,1,,
992,189  ANTIOCH  PIKE,NASHVILLE,VACANT RESIDENTIAL LAND,565000,9/15/2021,36.100634,-86.73221,1,,
993,112  VADEN  DR,NASHVILLE,SINGLE FAMILY,480000,9/13/2021,36.1002291,-86.722677,1,,
994,4221  STAMMER  PL,NASHVILLE,RESIDENTIAL CONDO,920000,9/28/2021,36.1002162,-86.8219596,2,,
995,1705  D VILLE  DR,NASHVILLE,SINGLE FAMILY,343000,9/15/2021,36.1001098,-86.6674241,8,,
996,4210  HILLSBORO  PIKE,NASHVILLE,RESIDENTIAL CONDO,444000,9/2/2021,36.0998799,-86.8197438,2,,
997,210  MCCALL  ST,NASHVILLE,SINGLE FAMILY,307000,9/9/2021,36.0996925,-86.7372565,1,,
998,622  ENQUIRER  AVE,NASHVILLE,SINGLE FAMILY,2600000,9/20/2021,36.0991078,-86.8586357,2,,
999,107  OAK MEADOW  LN,NASHVILLE,SINGLE FAMILY,480000,9/7/2021,36.099065,-86.810872,2,,
1000,501  RAYMOND  ST,NASHVILLE,SINGLE FAMILY,282000,9/14/2021,36.0986971,-86.7435625,1,,
1001,87  MCCALL  ST,NASHVILLE,SINGLE FAMILY,426000,9/8/2021,36.0986661,-86.717469,1,,
1002,5025  HILLSBORO  PIKE,NASHVILLE,RESIDENTIAL CONDO,169500,9/2/2021,36.098563,-86.823129,2,,
1003,4400  BELMONT PARK  TER,NASHVILLE,RESIDENTIAL CONDO,489500,9/7/2021,36.0984101,-86.8044603,2,,
1004,4010  IROQUOIS  AVE,NASHVILLE,SINGLE FAMILY,1722900,9/3/2021,36.0972783,-86.8454647,2,,
1005,3505  HEWLETT  DR,NASHVILLE,SINGLE FAMILY,270000,9/2/2021,36.0965009,-86.7321876,1,,
1006,2972  HARBOR LIGHTS  DR,NASHVILLE,SINGLE FAMILY,275000,9/23/2021,36.0963581,-86.6304034,8,,
1007,3030  NED SHELTON  RD,NASHVILLE,RESIDENTIAL CONDO,271700,9/3/2021,36.0962236,-86.6329825,8,,
1008,3030  NED SHELTON  RD,NASHVILLE,RESIDENTIAL CONDO,236500,9/3/2021,36.0962236,-86.6329825,8,,
1009,4404   FARRISWOOD  DR,NASHVILLE,RESIDENTIAL CONDO,1595000,9/1/2021,36.0956927,-86.7983175,2,,
1010,100  GLENDOWER  CT,NASHVILLE,SINGLE FAMILY,900000,9/7/2021,36.0955857,-86.800672,2,,
1011,425  SUMMIT RIDGE  PL,NASHVILLE,RESIDENTIAL CONDO,182000,9/3/2021,36.0952899,-86.8268302,2,,
1012,3001  HARBOR LIGHTS  DR,NASHVILLE,SINGLE FAMILY,356000,9/8/2021,36.0952788,-86.6310531,8,,
1013,3337  TINNEY  PL,NASHVILLE,SINGLE FAMILY,355000,9/9/2021,36.0950899,-86.6303962,8,,
1014,416  SUMMIT RIDGE  PL,NASHVILLE,RESIDENTIAL CONDO,195000,9/15/2021,36.0950338,-86.8269817,2,,
1015,410  SUMMIT RIDGE  PL,NASHVILLE,RESIDENTIAL CONDO,173000,9/15/2021,36.094747,-86.8271621,2,,
1016,4501  GRANNY WHITE  PIKE,NASHVILLE,SINGLE FAMILY,2175000,9/1/2021,36.0943248,-86.8019081,2,,
1017,613  LONGHUNTER  CT,NASHVILLE,RESIDENTIAL CONDO,179000,9/7/2021,36.0942681,-86.6388885,8,,
1018,8250  CHARLOTTE  PIKE,NASHVILLE,VACANT RESIDENTIAL LAND,175000,9/16/2021,36.094037,-86.97578,3,,
1019,1221  LONE OAK  RD,NASHVILLE,SINGLE FAMILY,763000,9/30/2021,36.0937224,-86.8055769,2,,
1020,318  SUMMIT RIDGE  CIR,NASHVILLE,RESIDENTIAL CONDO,215000,9/21/2021,36.093666,-86.82789,2,,
1021,320  SUMMIT RIDGE  CIR,NASHVILLE,RESIDENTIAL CONDO,166800,9/1/2021,36.093666,-86.82789,2,,
1022,324  SUMMIT RIDGE  CIR,NASHVILLE,RESIDENTIAL CONDO,173000,9/22/2021,36.093525,-86.827919,2,,
1023,130  TAGGART  AVE,NASHVILLE,SINGLE FAMILY,3200000,9/15/2021,36.093518,-86.8703926,2,,
1024,3752  PRIEST LAKE  DR,NASHVILLE,SINGLE FAMILY,399800,9/21/2021,36.0932488,-86.6104428,8,,
1025,7540   HALLOWS  DR,NASHVILLE,SINGLE FAMILY,910400,9/17/2021,36.0932125,-86.9502999,3,,
1026,2436  NASHBORO  BLVD,NASHVILLE,RESIDENTIAL CONDO,305600,9/14/2021,36.0931677,-86.6332877,8,,
1027,4412  ESTES  RD,NASHVILLE,RESIDENTIAL CONDO,899900,9/3/2021,36.093129,-86.8392609,2,,
1028,3721  HEWLETT  DR,NASHVILLE,SINGLE FAMILY,329000,9/23/2021,36.0931165,-86.7293975,1,,
1029,3721  HEWLETT  DR,NASHVILLE,SINGLE FAMILY,300000,9/23/2021,36.0931165,-86.7293975,1,,
1030,115  BROOKFIELD  AVE,NASHVILLE,SINGLE FAMILY,1180000,9/13/2021,36.0928932,-86.8743062,2,,
1031,2612  NASHBORO  BLVD,NASHVILLE,RESIDENTIAL CONDO,255000,9/2/2021,36.0928292,-86.6340752,8,,
1032,8366  HIGHWAY 70,NASHVILLE,SINGLE FAMILY,483000,9/10/2021,36.092462,-86.9851458,3,,
1033,4422  FORSYTHE  PL,NASHVILLE,SINGLE FAMILY,2600000,9/17/2021,36.0919631,-86.8563232,2,,
1034,168  CARNAVON  PKWY,NASHVILLE,SINGLE FAMILY,1250000,9/3/2021,36.0918084,-86.9010253,2,,
1035,2843  LAKE FOREST  DR,NASHVILLE,RESIDENTIAL CONDO,182000,9/8/2021,36.0907908,-86.6117151,8,,
1036,415  W TYNE  DR,NASHVILLE,SINGLE FAMILY,8000000,9/13/2021,36.0906097,-86.8637895,2,,
1037,2104  NASHBORO  BLVD,NASHVILLE,RESIDENTIAL CONDO,275000,9/27/2021,36.0902153,-86.628966,8,,
1038,4424   SCENIC  DR,NASHVILLE,RESIDENTIAL CONDO,2150000,9/23/2021,36.0899497,-86.795464,2,,
1039,227  BRATTLESBORO  PL,NASHVILLE,RESIDENTIAL CONDO,345000,9/7/2021,36.089866,-86.789849,2,,
1040,2001  NASHBORO  BLVD,NASHVILLE,RESIDENTIAL CONDO,176500,9/7/2021,36.0894133,-86.6314689,8,,
1041,2087  NASHBORO  BLVD,NASHVILLE,RESIDENTIAL CONDO,240000,9/20/2021,36.0893543,-86.6293983,8,,
1042,2083  NASHBORO  BLVD,NASHVILLE,RESIDENTIAL CONDO,241500,9/21/2021,36.0891781,-86.629793,8,,
1043,2083 G NASHBORO  BLVD,NASHVILLE,RESIDENTIAL CONDO,241500,9/21/2021,36.0891623,-86.6296482,8,,
1044,1331   NASHBORO  BLVD,NASHVILLE,VACANT RESIDENTIAL LAND,219000,9/28/2021,36.0889155,-86.6364335,8,,
1045,1329   NASHBORO  BLVD,NASHVILLE,VACANT RESIDENTIAL LAND,219000,9/28/2021,36.0889155,-86.6364335,8,,
1046,1327   NASHBORO  BLVD,NASHVILLE,VACANT RESIDENTIAL LAND,219000,9/28/2021,36.0889155,-86.6364335,8,,
1047,1201  CANTERBURY  DR,NASHVILLE,SINGLE FAMILY,2100000,9/17/2021,36.0887218,-86.8654159,2,,
1048,102  EMMA NEUHOFF  CT,NASHVILLE,RESIDENTIAL CONDO,340000,9/14/2021,36.088523,-86.887548,2,,
1049,3961  ATKINS  DR,NASHVILLE,SINGLE FAMILY,310000,9/27/2021,36.0884624,-86.7096264,1,,
1050,6704  BOUNDARY  RUN,NASHVILLE,SINGLE FAMILY,380000,9/15/2021,36.0877401,-87.0053339,3,,
1051,101  CHEEKWOOD  TER,NASHVILLE,DUPLEX,800000,9/21/2021,36.0875929,-86.8806941,2,,
1052,516  FLINTLOCK  CT,NASHVILLE,RESIDENTIAL CONDO,210000,9/13/2021,36.0875,-86.632447,8,,
1053,512  FLINTLOCK  CT,NASHVILLE,RESIDENTIAL CONDO,232000,9/9/2021,36.087376,-86.63262,8,,
1054,1200  WAVERUNNER  CT W,NASHVILLE,SINGLE FAMILY,128000,9/10/2021,36.0872524,-86.6267532,8,,
1055,128   NASHBORO  GRNS,NASHVILLE,RESIDENTIAL CONDO,335000,9/17/2021,36.0871894,-86.6477417,8,,
1056,304  MAYBELLE  LN,NASHVILLE,SINGLE FAMILY,3400000,9/13/2021,36.0869037,-86.8713928,2,,
1057,261  CANA  CIR,NASHVILLE,RESIDENTIAL CONDO,25500,9/27/2021,36.0868334,-86.889164,2,,
1058,261  CANA  CIR,NASHVILLE,RESIDENTIAL CONDO,365000,9/28/2021,36.0868334,-86.889164,2,,
1059,420  ELYSIAN FIELDS  RD,NASHVILLE,RESIDENTIAL CONDO,165000,9/16/2021,36.0866793,-86.7321569,1,,
1060,420  ELYSIAN FIELDS  RD,NASHVILLE,RESIDENTIAL CONDO,149900,9/20/2021,36.0866793,-86.7321569,1,,
1061,905  GLENMARY  CT,NASHVILLE,RESIDENTIAL CONDO,360000,9/14/2021,36.0865667,-86.8902552,2,,
1062,704  FLINTLOCK  CT,NASHVILLE,RESIDENTIAL CONDO,235000,9/1/2021,36.0863299,-86.635918,8,,
1063,8433  ROLLING HILLS  DR,NASHVILLE,SINGLE FAMILY,850000,9/7/2021,36.085807,-86.9840757,3,,
1064,517  TITAN  CT,ANTIOCH,SINGLE FAMILY,294000,9/14/2021,36.0856337,-86.6517217,8,,
1065,712  ROCKY MOUNTAIN  CT,ANTIOCH,SINGLE FAMILY,336000,9/21/2021,36.0853983,-86.6554968,8,,
1066,924  PERCY WARNER  BLVD,NASHVILLE,SINGLE FAMILY,515000,9/2/2021,36.0851123,-86.8832435,2,,
1067,2907  TYNE  BLVD,NASHVILLE,SINGLE FAMILY,2200000,9/13/2021,36.085107,-86.8519802,2,,
1068,6872  BRIDGEWATER  DR,NASHVILLE,SINGLE FAMILY,385000,9/3/2021,36.0848627,-87.0055109,3,,
1069,343  WESTFIELD  DR,NASHVILLE,RESIDENTIAL CONDO,260000,9/28/2021,36.084541,-86.946622,2,,
1070,4856  ASTER  DR,NASHVILLE,SINGLE FAMILY,449900,9/22/2021,36.0845173,-86.718943,1,,
1071,4517  ALCOTT  DR,NASHVILLE,SINGLE FAMILY,3000000,9/13/2021,36.084197,-86.8424654,2,,
1072,8413  MERRYMOUNT  DR,NASHVILLE,SINGLE FAMILY,430000,9/14/2021,36.0839837,-86.9888202,3,,
1073,2517  SOMERSET  DR,NASHVILLE,SINGLE FAMILY,351000,9/17/2021,36.0837981,-86.6345969,8,,
1074,320  WELCH  RD,NASHVILLE,RESIDENTIAL CONDO,52000,9/5/2021,36.083786,-86.724211,1,,
1075,320  WELCH  RD,NASHVILLE,RESIDENTIAL CONDO,30000,9/15/2021,36.083786,-86.724211,1,,
1076,637  RANSOM VILLAGE  WAY,ANTIOCH,SINGLE FAMILY,260000,9/16/2021,36.0837661,-86.6516824,8,,
1077,844  ROCKY MOUNTAIN  PKWY,ANTIOCH,SINGLE FAMILY,350100,9/9/2021,36.083745,-86.653765,8,,
1078,108  ELLSWORTH  PL,ANTIOCH,SINGLE FAMILY,291000,9/21/2021,36.0835596,-86.5855122,8,,
1079,2921  NAUTILUS  DR,NASHVILLE,SINGLE FAMILY,345000,9/27/2021,36.0834926,-86.6074879,8,,
1080,3904  WATERFORD  WAY,ANTIOCH,SINGLE FAMILY,350000,9/2/2021,36.0832701,-86.5820643,8,,
1081,7008  LEXINGTON POINT  DR,NASHVILLE,SINGLE FAMILY,359000,9/24/2021,36.0831379,-87.0093374,3,,
1082,2516  RAVINE  DR,NASHVILLE,SINGLE FAMILY,230000,9/13/2021,36.0830731,-86.635975,8,,
1083,869  BISHOPSGATE  RD,ANTIOCH,SINGLE FAMILY,295000,9/23/2021,36.0829147,-86.6591997,8,,
1084,602  ELAINE  DR,NASHVILLE,SINGLE FAMILY,415000,9/10/2021,36.0828218,-86.7494552,1,,
1085,2864  RURAL HILL  CIR,NASHVILLE,SINGLE FAMILY,258500,9/13/2021,36.082786,-86.6227044,8,,
1086,3530  GONDOLA  DR,ANTIOCH,ZERO LOT LINE,200000,9/21/2021,36.08236,-86.603201,8,,
1087,3620  BUTLER  RD,NASHVILLE,SINGLE FAMILY,277800,9/1/2021,36.0822786,-86.6187559,8,,
1088,4853  LYNN  DR,NASHVILLE,SINGLE FAMILY,330000,9/24/2021,36.0822018,-86.7367457,1,,
1089,2408  HEMINGWAY  DR,NASHVILLE,SINGLE FAMILY,1100000,9/10/2021,36.082172,-86.8420929,2,,
1090,3212  NEWINGTON  CV,ANTIOCH,SINGLE FAMILY,314400,9/17/2021,36.0821038,-86.5861541,8,,
1091,134  SHIAWAY  CT,NASHVILLE,RESIDENTIAL CONDO,280000,9/27/2021,36.0818502,-86.6499111,8,,
1092,7813  FARMINGTON  PL,NASHVILLE,SINGLE FAMILY,390000,9/17/2021,36.0816194,-87.0114081,3,,
1093,192  SHIAWAY  CT,NASHVILLE,RESIDENTIAL CONDO,272500,9/14/2021,36.081367,-86.6489369,8,,
1094,212  SUMMIT OAKS  PL,NASHVILLE,SINGLE FAMILY,656000,9/20/2021,36.0811019,-86.9227205,2,,
1095,2442  SCOTT VALLEY  DR,NASHVILLE,ZERO LOT LINE,170000,9/21/2021,36.0810529,-86.6456598,8,,
1096,205  STILL SPRING HOLLOW  CT,NASHVILLE,SINGLE FAMILY,540000,9/23/2021,36.0810107,-86.9249853,2,,
1097,209  POST CREEK  RD,NASHVILLE,RESIDENTIAL CONDO,250000,9/17/2021,36.080914,-86.9311132,2,,
1098,8025  SETTLERS  WAY,NASHVILLE,SINGLE FAMILY,420000,9/1/2021,36.0801394,-87.0133225,3,,
1099,7441  HARNESS  DR,NASHVILLE,SINGLE FAMILY,440000,9/7/2021,36.0799272,-86.9388696,2,,
1100,21  VAUGHNS GAP  RD,NASHVILLE,RESIDENTIAL CONDO,204000,9/23/2021,36.0798356,-86.8855963,2,,
1101,21  VAUGHNS GAP  RD,NASHVILLE,RESIDENTIAL CONDO,245000,9/16/2021,36.0798356,-86.8855963,2,,
1102,712  BAYSWATER  CIR,ANTIOCH,SINGLE FAMILY,264200,9/2/2021,36.0795966,-86.6649845,8,,
1103,644  HARDING  PL,NASHVILLE,SINGLE FAMILY,446000,9/7/2021,36.0794081,-86.7463714,1,,
1104,1301  RAVENNA  CT S,ANTIOCH,SINGLE FAMILY,370000,9/8/2021,36.0792508,-86.5999185,8,,
1105,516  WAGON  CT,NASHVILLE,SINGLE FAMILY,500000,9/22/2021,36.0791851,-86.9307581,2,,
1106,3200  COUNTRY HILL  RD,ANTIOCH,SINGLE FAMILY,293000,9/13/2021,36.0790669,-86.6100114,8,,
1107,109  ELIZABETHS  CT,ANTIOCH,RESIDENTIAL CONDO,220000,9/16/2021,36.079002,-86.659036,8,,
1108,2705  EDGE O LAKE  DR,NASHVILLE,SINGLE FAMILY,220000,9/2/2021,36.078712,-86.6322209,8,,
1109,104  ZURIC  CT,NASHVILLE,SINGLE FAMILY,462500,9/16/2021,36.0787044,-86.9243982,2,,
1110,550  HARDING  PL,NASHVILLE,RESIDENTIAL CONDO,105000,9/10/2021,36.0785424,-86.7386907,1,,
1111,550  HARDING  PL,NASHVILLE,RESIDENTIAL CONDO,83500,9/2/2021,36.0785424,-86.7386907,1,,
